state_id,state_cn,state_group,metric,metric_cn,status,active_weight,active_channels,planned_channels,report_permission,why
S05,韵律/表达性,声学辅助,loudness_sma3_stddevNorm,响度变异,active,0.012859999999999998,图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,谨慎作为临床支持证据,该指标更贴近该 state 的临床含义，且相对更稳定/更可解释，所以在同一 state 内提高比例。
S05,韵律/表达性,声学辅助,spectralFlux_sma3_amean,频谱变化率,planned,0.0,,TalkBank/DementiaBank,谨慎作为临床支持证据,"TalkBank/DementiaBank 当前本地副本主要是 CHAT transcript；未完成音频文件、时间戳和说话人层级绑定前，不能把声学指标设为 active。 | 2026-07-16 expansion: restored from clinical metric dictionary as planned/backlog row. | 2026-07-16 display update: TalkBank/DementiaBank is treated as neuropsychological audio+transcript channel; audio metrics are planned, not absent."
S06,谱特征/构音模式,模型辅助,ComParE features,大规模声学函数集,planned,0.0,,TalkBank/DementiaBank,仅模型辅助，不做临床解释,"TalkBank/DementiaBank 当前本地副本主要是 CHAT transcript；未完成音频文件、时间戳和说话人层级绑定前，不能把声学指标设为 active。 | 2026-07-16 expansion: restored from clinical metric dictionary as planned/backlog row. | 2026-07-16 display update: TalkBank/DementiaBank is treated as neuropsychological audio+transcript channel; audio metrics are planned, not absent."
S06,谱特征/构音模式,模型辅助,F1/F2/F3frequency,共振峰频率,planned,0.0,,TalkBank/DementiaBank,仅模型辅助，不做临床解释,"TalkBank/DementiaBank 当前本地副本主要是 CHAT transcript；未完成音频文件、时间戳和说话人层级绑定前，不能把声学指标设为 active。 | 2026-07-16 expansion: restored from clinical metric dictionary as planned/backlog row. | 2026-07-16 display update: TalkBank/DementiaBank is treated as neuropsychological audio+transcript channel; audio metrics are planned, not absent."
S06,谱特征/构音模式,模型辅助,alphaRatio/HammarbergIndex,谱倾斜/声质谱指标,planned,0.0,,TalkBank/DementiaBank,仅模型辅助，不做临床解释,"TalkBank/DementiaBank 当前本地副本主要是 CHAT transcript；未完成音频文件、时间戳和说话人层级绑定前，不能把声学指标设为 active。 | 2026-07-16 expansion: restored from clinical metric dictionary as planned/backlog row. | 2026-07-16 display update: TalkBank/DementiaBank is treated as neuropsychological audio+transcript channel; audio metrics are planned, not absent."
S06,谱特征/构音模式,模型辅助,egemaps_F1bandwidth_sma3nz_amean,共振峰带宽；均值：该声音属性在整段患者语音中的平均水平。,active,0.00045000000000000004,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_F1bandwidth_sma3nz_stddevNorm,共振峰带宽；标准差/归一化波动：该声音属性的稳定性或变异程度。,active,0.00045000000000000004,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_F1frequency_sma3nz_amean,共振峰 F1 频率；均值：该声音属性在整段患者语音中的平均水平。,active,0.00045000000000000004,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_F1frequency_sma3nz_stddevNorm,共振峰 F1 频率；标准差/归一化波动：该声音属性的稳定性或变异程度。,active,0.00045000000000000004,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_F2bandwidth_sma3nz_amean,共振峰带宽；均值：该声音属性在整段患者语音中的平均水平。,active,0.00045000000000000004,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_F2bandwidth_sma3nz_stddevNorm,共振峰带宽；标准差/归一化波动：该声音属性的稳定性或变异程度。,active,0.00045000000000000004,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_F2frequency_sma3nz_amean,共振峰 F2 频率；均值：该声音属性在整段患者语音中的平均水平。,active,0.00045000000000000004,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_F2frequency_sma3nz_stddevNorm,共振峰 F2 频率；标准差/归一化波动：该声音属性的稳定性或变异程度。,active,0.00045000000000000004,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_F3bandwidth_sma3nz_amean,共振峰带宽；均值：该声音属性在整段患者语音中的平均水平。,active,0.00045000000000000004,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_F3bandwidth_sma3nz_stddevNorm,共振峰带宽；标准差/归一化波动：该声音属性的稳定性或变异程度。,active,0.00045000000000000004,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_F3frequency_sma3nz_amean,共振峰 F3 频率；均值：该声音属性在整段患者语音中的平均水平。,active,0.00045000000000000004,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_F3frequency_sma3nz_stddevNorm,共振峰 F3 频率；标准差/归一化波动：该声音属性的稳定性或变异程度。,active,0.00045000000000000004,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_alphaRatioUV_sma3nz_amean,谱能量比例/alpha ratio；均值：该声音属性在整段患者语音中的平均水平。,active,0.00045000000000000004,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_alphaRatioV_sma3nz_amean,谱能量比例/alpha ratio；均值：该声音属性在整段患者语音中的平均水平。,active,0.00045000000000000004,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_alphaRatioV_sma3nz_stddevNorm,谱能量比例/alpha ratio；标准差/归一化波动：该声音属性的稳定性或变异程度。,active,0.00045000000000000004,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_hammarbergIndexUV_sma3nz_amean,谱能量比例/Hammarberg index；均值：该声音属性在整段患者语音中的平均水平。,active,0.00045000000000000004,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_hammarbergIndexV_sma3nz_amean,谱能量比例/Hammarberg index；均值：该声音属性在整段患者语音中的平均水平。,active,0.00045000000000000004,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_hammarbergIndexV_sma3nz_stddevNorm,谱能量比例/Hammarberg index；标准差/归一化波动：该声音属性的稳定性或变异程度。,active,0.00045000000000000004,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_logRelF0-H1-A3_sma3nz_amean,声源谱倾斜/谐波结构；均值：该声音属性在整段患者语音中的平均水平。,active,0.00045000000000000004,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_logRelF0-H1-A3_sma3nz_stddevNorm,声源谱倾斜/谐波结构；标准差/归一化波动：该声音属性的稳定性或变异程度。,active,0.00045000000000000004,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_logRelF0-H1-H2_sma3nz_amean,声源谱倾斜/谐波结构；均值：该声音属性在整段患者语音中的平均水平。,active,0.00045000000000000004,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_logRelF0-H1-H2_sma3nz_stddevNorm,声源谱倾斜/谐波结构；标准差/归一化波动：该声音属性的稳定性或变异程度。,active,0.00045000000000000004,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_mfcc1-4,eGeMAPS MFCC 1-4,planned,0.0,,TalkBank/DementiaBank,仅模型辅助，不做临床解释,"TalkBank/DementiaBank 当前本地副本主要是 CHAT transcript；未完成音频文件、时间戳和说话人层级绑定前，不能把声学指标设为 active。 | 2026-07-16 expansion: restored from clinical metric dictionary as planned/backlog row. | 2026-07-16 display update: TalkBank/DementiaBank is treated as neuropsychological audio+transcript channel; audio metrics are planned, not absent."
S06,谱特征/构音模式,模型辅助,egemaps_mfcc1V_sma3nz_amean,频谱包络/MFCC；均值：该声音属性在整段患者语音中的平均水平。,active,0.00034,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_mfcc1V_sma3nz_stddevNorm,频谱包络/MFCC；标准差/归一化波动：该声音属性的稳定性或变异程度。,active,0.00034,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_mfcc1_sma3_amean,频谱包络/MFCC；均值：该声音属性在整段患者语音中的平均水平。,active,0.00034,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_mfcc1_sma3_stddevNorm,频谱包络/MFCC；标准差/归一化波动：该声音属性的稳定性或变异程度。,active,0.00034,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_mfcc2V_sma3nz_amean,频谱包络/MFCC；均值：该声音属性在整段患者语音中的平均水平。,active,0.00034,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_mfcc2V_sma3nz_stddevNorm,频谱包络/MFCC；标准差/归一化波动：该声音属性的稳定性或变异程度。,active,0.00034,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_mfcc2_sma3_amean,频谱包络/MFCC；均值：该声音属性在整段患者语音中的平均水平。,active,0.00034,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_mfcc2_sma3_stddevNorm,频谱包络/MFCC；标准差/归一化波动：该声音属性的稳定性或变异程度。,active,0.00034,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_mfcc3V_sma3nz_amean,频谱包络/MFCC；均值：该声音属性在整段患者语音中的平均水平。,active,0.00034,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_mfcc3V_sma3nz_stddevNorm,频谱包络/MFCC；标准差/归一化波动：该声音属性的稳定性或变异程度。,active,0.00034,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_mfcc3_sma3_amean,频谱包络/MFCC；均值：该声音属性在整段患者语音中的平均水平。,active,0.00034,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_mfcc3_sma3_stddevNorm,频谱包络/MFCC；标准差/归一化波动：该声音属性的稳定性或变异程度。,active,0.00034,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_mfcc4V_sma3nz_amean,频谱包络/MFCC；均值：该声音属性在整段患者语音中的平均水平。,active,0.00034,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_mfcc4V_sma3nz_stddevNorm,频谱包络/MFCC；标准差/归一化波动：该声音属性的稳定性或变异程度。,active,0.00034,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_mfcc4_sma3_amean,频谱包络/MFCC；均值：该声音属性在整段患者语音中的平均水平。,active,0.00034,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_mfcc4_sma3_stddevNorm,频谱包络/MFCC；标准差/归一化波动：该声音属性的稳定性或变异程度。,active,0.00034,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_slopeUV0-500_sma3nz_amean,低频谱斜率；均值：该声音属性在整段患者语音中的平均水平。,active,0.00045000000000000004,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_slopeUV500-1500_sma3nz_amean,中频谱斜率；均值：该声音属性在整段患者语音中的平均水平。,active,0.00045000000000000004,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_slopeV0-500_sma3nz_amean,低频谱斜率；均值：该声音属性在整段患者语音中的平均水平。,active,0.00045000000000000004,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_slopeV0-500_sma3nz_stddevNorm,低频谱斜率；标准差/归一化波动：该声音属性的稳定性或变异程度。,active,0.00045000000000000004,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_slopeV500-1500_sma3nz_amean,中频谱斜率；均值：该声音属性在整段患者语音中的平均水平。,active,0.00045000000000000004,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_slopeV500-1500_sma3nz_stddevNorm,中频谱斜率；标准差/归一化波动：该声音属性的稳定性或变异程度。,active,0.00045000000000000004,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_spectralFluxUV_sma3nz_amean,频谱变化速度；均值：该声音属性在整段患者语音中的平均水平。,active,0.00045000000000000004,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_spectralFluxV_sma3nz_amean,频谱变化速度；均值：该声音属性在整段患者语音中的平均水平。,active,0.00045000000000000004,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_spectralFluxV_sma3nz_stddevNorm,频谱变化速度；标准差/归一化波动：该声音属性的稳定性或变异程度。,active,0.00045000000000000004,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_spectralFlux_sma3_amean,频谱变化速度；均值：该声音属性在整段患者语音中的平均水平。,active,0.00045000000000000004,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,egemaps_spectralFlux_sma3_stddevNorm,频谱变化速度；标准差/归一化波动：该声音属性的稳定性或变异程度。,active,0.00045000000000000004,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,mfcc1-12_mean_sd,MFCC 1-12 均值/标准差,planned,0.0,,TalkBank/DementiaBank,仅模型辅助，不做临床解释,"TalkBank/DementiaBank 当前本地副本主要是 CHAT transcript；未完成音频文件、时间戳和说话人层级绑定前，不能把声学指标设为 active。 | 2026-07-16 expansion: restored from clinical metric dictionary as planned/backlog row. | 2026-07-16 display update: TalkBank/DementiaBank is treated as neuropsychological audio+transcript channel; audio metrics are planned, not absent."
S06,谱特征/构音模式,模型辅助,mfcc10_mean,第 10 阶 MFCC 的均值,active,0.00034,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,mfcc10_sd,第 10 阶 MFCC 的标准差,active,0.00034,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,mfcc11_mean,第 11 阶 MFCC 的均值,active,0.00034,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,mfcc11_sd,第 11 阶 MFCC 的标准差,active,0.00034,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,mfcc12_mean,第 12 阶 MFCC 的均值,active,0.00034,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,mfcc12_sd,第 12 阶 MFCC 的标准差,active,0.00034,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,mfcc1_mean,第 1 阶 MFCC 的均值,active,0.00034,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,mfcc1_sd,第 1 阶 MFCC 的标准差,active,0.00034,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,mfcc2_mean,第 2 阶 MFCC 的均值,active,0.00034,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,mfcc2_sd,第 2 阶 MFCC 的标准差,active,0.00034,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,mfcc3_mean,第 3 阶 MFCC 的均值,active,0.00034,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,mfcc3_sd,第 3 阶 MFCC 的标准差,active,0.00034,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,mfcc4_mean,第 4 阶 MFCC 的均值,active,0.00034,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,mfcc4_sd,第 4 阶 MFCC 的标准差,active,0.00034,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,mfcc5_mean,第 5 阶 MFCC 的均值,active,0.00034,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,mfcc5_sd,第 5 阶 MFCC 的标准差,active,0.00034,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,mfcc6_mean,第 6 阶 MFCC 的均值,active,0.00034,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,mfcc6_sd,第 6 阶 MFCC 的标准差,active,0.00034,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,mfcc7_mean,第 7 阶 MFCC 的均值,active,0.00034,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,mfcc7_sd,第 7 阶 MFCC 的标准差,active,0.00034,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,mfcc8_mean,第 8 阶 MFCC 的均值,active,0.00034,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,mfcc8_sd,第 8 阶 MFCC 的标准差,active,0.00034,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,mfcc9_mean,第 9 阶 MFCC 的均值,active,0.00034,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
S06,谱特征/构音模式,模型辅助,mfcc9_sd,第 9 阶 MFCC 的标准差,active,0.00034,公开视频; 图片描述; 疾病进展语音; 结构化医患对话,TalkBank/DementiaBank,仅模型辅助，不做临床解释,预测可能有用，但医学解释性弱或录音条件敏感，只能作为模型辅助。
